gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
29705,Interference and Other Football Stories,"Sherman, Harold M. (Harold Morrow)",32076,en,,Public domain in the USA.,true
29706,Cartas de mi molino,"Daudet, Alphonse",727,es,,Public domain in the USA.,true
29707,Jordens Inre,"Witt, Otto",34099,sv,,Public domain in the USA.,true
29708,Runoelmia,"Mäkinen, Antti",24901,fi,,Public domain in the USA.,true
29709,Valikoima runoelmia,"Heine, Heinrich",1049,fi,,Public domain in the USA.,true
29710,"Ireland as It Is, and as It Would Be Under Home Rule","Buckley, Robert John",34100,en,,Public domain in the USA.,true
29711,Another Sheaf,"Galsworthy, John",850,en,,Public domain in the USA.,true
29712,Uit het leven van Dik Trom,"Kieviet, Cornelis Johannes",2188,nl,,Public domain in the USA.,true
29713,The Balladists,"Geddie, John",34101,en,Famous Scots Series,Public domain in the USA.,true
29714,The Negro Farmer,"Kelsey, Carl",34102,en,,Public domain in the USA.,true
29715,The Princess Virginia,"Williamson, C. N. (Charles Norris)",3522,en,,Public domain in the USA.,true
29715,The Princess Virginia,"Williamson, A. M. (Alice Muriel)",3796,en,,Public domain in the USA.,true
29716,"The Harmsworth Magazine, v. 1, 1898-1899, No. 2",Various,116,en,,Public domain in the USA.,true
29717,The Finding of Haldgren,"Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories,Public domain in the USA.,true
29718,The Automobile Storage Battery: Its Care And Repair,"Witte, Otto A.",34104,en,,Public domain in the USA.,true
29719,Dichtertje - De Uitvreter - Titaantjes,Nescio,34105,nl,,Public domain in the USA.,true
29720,Hall of Mirrors,"Brown, Fredric",32063,en,Science Fiction,Public domain in the USA.,true
29721,"Philo Gubb, Correspondence-School Detective","Butler, Ellis Parker",585,en,,Public domain in the USA.,true
29722,The Baron's Yule Feast: A Christmas Rhyme,"Cooper, Thomas",34108,en,Christmas,Public domain in the USA.,true
29723,"The Mayas, the Sources of Their History
Dr. Le Plongeon in Yucatan, His Account of Discoveries","Salisbury, Stephen",34109,en,,Public domain in the USA.,true
29724,"Trees of the Northern United States
Their Study, Description and Determination","Apgar, A. C. (Austin Craig)",34111,en,,Public domain in the USA.,true
29725,The Fairchild Family,"Sherwood, Mary Martha",4312,en,,Public domain in the USA.,true
29726,The Strollers,"Isham, Frederic Stewart",3515,en,,Public domain in the USA.,true
29727,Zero Data,"Saphro, Charles",34115,en,Science Fiction,Public domain in the USA.,true
29728,Cookery and Dining in Imperial Rome,Apicius,6712,en,Cookbooks and Cooking,Public domain in the USA.,true
29729,"Victor's Triumph
Sequel to A Beautiful Fiend","Southworth, Emma Dorothy Eliza Nevitte",1307,en,,Public domain in the USA.,true
29730,Desserts and Salads,"Lemcke, Gesine",34119,en,Cookbooks and Cooking,Public domain in the USA.,true
29731,"El Capitán Veneno
The Hispanic Series","Alarcón, Pedro Antonio de",6108,es,,Public domain in the USA.,true
29732,The Old Arm-Chair,"Cook, Eliza",34588,en,,Public domain in the USA.,true
29733,The Farmer and His Community,"Sanderson, Dwight",34120,en,,Public domain in the USA.,true
29734,Experiments and Observations on Different Kinds of Air,"Priestley, Joseph",34121,en,,Public domain in the USA.,true
29735,Martians Never Die,"Daniel, Lucius",34122,en,Science Fiction,Public domain in the USA.,true
29736,"Continental Monthly, Vol. III, No IV, April 1863
Devoted to Literature and National Policy",Various,116,en,Continental Monthly,Public domain in the USA.,true
29737,The Leper in England: with some account of English lazar-houses,"Hope, Robert Charles",34123,en,,Public domain in the USA.,true
29738,Stille Helden: Roman,"Boy-Ed, Ida",34124,de,DE Prosa,Public domain in the USA.,true
29739,Little Masterpieces of Science: The Naturalist as Interpreter and Seer,,,en,,Public domain in the USA.,true
29740,A Neta do Arcediago,"Castelo Branco, Camilo",6699,pt,PT Romance,Public domain in the USA.,true
29741,Graham's Magazine Vol XXXIII No. 1 July 1848,Various,116,en,Graham's Magazine,Public domain in the USA.,true
29742,The Long Voyage,"Jacobi, Carl",25187,en,Science Fiction,Public domain in the USA.,true
29743,The Missionary,"Griffith, George Chetwynd",8557,en,,Public domain in the USA.,true
29744,Kristy's Rainy Day Picnic,"Miller, Olive Thorne",31220,en,,Public domain in the USA.,true
29745,"The Lonely Way—Intermezzo—Countess Mizzie
Three Plays","Schnitzler, Arthur",3010,en,,Public domain in the USA.,true
29746,Nach Amerika! Ein Volksbuch. Dritter Band,"Gerstäcker, Friedrich",8053,de,DE Prosa,Public domain in the USA.,true
29747,Aztec Land,"Ballou, Maturin M. (Maturin Murray)",1543,en,,Public domain in the USA.,true
29748,The Duke Of Chimney Butte,"Ogden, George W. (George Washington)",9477,en,,Public domain in the USA.,true
29749,The Flying Cuspidors,"Francis, V. R.",34129,en,Science Fiction,Public domain in the USA.,true
29750,Zen,"Bixby, Jerome",34130,en,Science Fiction,Public domain in the USA.,true
29751,Melomaniacs,"Huneker, James",1597,en,,Public domain in the USA.,true
29752,An Orkney Maid,"Barr, Amelia E.",2199,en,,Public domain in the USA.,true
29753,The Gorgeous Girl,"Bartley, Nalbro",34131,en,,Public domain in the USA.,true
29754,"Whittier-land
A Handbook of North Essex, Containing Many Anecdotes of and Poems by John Greenleaf Whittier Never Before Collected.","Pickard, Samuel T. (Samuel Thomas)",34132,en,,Public domain in the USA.,true
29755,"Mémoires d'une contemporaine. Tome 7
Souvenirs d'une femme sur les principaux personnages de la République, du Consulat, de l'Empire, etc...","Saint-Elme, Ida",33295,fr,"FR Biographie, Mémoires, Journal intime, Correspondance",Public domain in the USA.,true
29756,The Cat of Bubastes: A Tale of Ancient Egypt,"Henty, G. A. (George Alfred)",1032,en,,Public domain in the USA.,true
29757,The Story of a Tinder-box,"Tidy, Charles Meymott",34134,en,,Public domain in the USA.,true
29758,Considérations générales sur l'état actuel du Japon,"Montblanc, Charles, comte de",31279,fr,FR Peuples et Sociétés,Public domain in the USA.,true
29759,Architecture: Classic and Early Christian,"Smith, T. Roger (Thomas Roger)",34136,en,,Public domain in the USA.,true
29759,Architecture: Classic and Early Christian,"Slater, John",34141,en,,Public domain in the USA.,true
29760,The Dominant Strain,"Ray, Anna Chapin",1234,en,,Public domain in the USA.,true
29761,Sympathetic Magic,"Brown, Paul Cameron",34138,en,,Copyrighted. Read the copyright notice inside this book for details.,true
29762,FreeChildrenStories.com Collection,"Errico, Daniel",34139,en,,Copyrighted. Read the copyright notice inside this book for details.,true
29763,Alex the Great,"Witwer, H. C. (Harry Charles)",34140,en,,Public domain in the USA.,true
29764,Kid Scanlan,"Witwer, H. C. (Harry Charles)",34140,en,,Public domain in the USA.,true
29765,Webster's Unabridged Dictionary,Various,116,en,,Public domain in the USA.,true
29766,Audrey Craven,"Sinclair, May",3004,en,,Public domain in the USA.,true
29767,"The Continental Monthly, Vol. 4, No. 2, August, 1863
Devoted to Literature and National Policy",Various,116,en,Continental Monthly,Public domain in the USA.,true
29768,"Astounding Stories of Super-Science, August 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,true
29769,Jugurtha,Sallust,2455,fi,,Public domain in the USA.,true
29770,Plick y Plock,"Sue, Eugène",1186,es,,Public domain in the USA.,true
29771,The Planetoid of Peril,"Ernst, Paul",25157,en,Science Fiction/Astounding Stories,Public domain in the USA.,true
29772,Notes de Voltaire et de Condorcet sur les pensées de Pascal,Voltaire,913,fr,"Banned Books from Anne Haight's list/FR Philosophie, Religion et Morale",Public domain in the USA.,true
29772,Notes de Voltaire et de Condorcet sur les pensées de Pascal,"Pascal, Blaise",7913,fr,"Banned Books from Anne Haight's list/FR Philosophie, Religion et Morale",Public domain in the USA.,true
29772,Notes de Voltaire et de Condorcet sur les pensées de Pascal,"François de Neufchâteau, Nicolas Louis, comte",8986,fr,"Banned Books from Anne Haight's list/FR Philosophie, Religion et Morale",Public domain in the USA.,true
29772,Notes de Voltaire et de Condorcet sur les pensées de Pascal,"Condorcet, Jean-Antoine-Nicolas de Caritat, marquis de",34146,fr,"Banned Books from Anne Haight's list/FR Philosophie, Religion et Morale",Public domain in the USA.,true
29773,Legends of the Wailuku,"Hapai, Charlotte",34148,en,,Public domain in the USA.,true
29774,A Yankee Flier Over Berlin,"Montgomery, Rutherford G. (Rutherford George)",34150,en,World War II,Public domain in the USA.,true
29775,Discours par Maximilien Robespierre — 5 Fevrier 1791-11 Janvier 1792,"Robespierre, Maximilien",34151,fr,FR Histoire,Public domain in the USA.,true
29776,"Pretty Madcap Dorothy; Or, How She Won a Lover","Libbey, Laura Jean",5201,en,,Public domain in the USA.,true
29777,The Identification of the Writer of the Anonymous Letter to Lord Monteagle in 1605,"Monteagle, William Parker, Baron",34180,en,,Public domain in the USA.,true
29777,The Identification of the Writer of the Anonymous Letter to Lord Monteagle in 1605,"Morgan, George Blacker",34181,en,,Public domain in the USA.,true
29778,"The Last Voyage: To India and Australia, in the 'Sunbeam'","Brassey, Annie",5713,en,,Public domain in the USA.,true
29779,"An Elementary Treatise on Fourier's Series and Spherical, Cylindrical, and Ellipsoidal Harmonics
With Applications to Problems in Mathematical Physics","Byerly, William Elwood",34160,en,Mathematics,Public domain in the USA.,false
29780,Theorie der Abel'schen Functionen,"Weierstrass, Karl",34161,de,Mathematics/DE Sachbuch,Public domain in the USA.,false
29781,Le calcul des résidus et ses applications à la théorie des fonctions,"Lindelöf, Ernst Leonard",34162,fr,Mathematics/FR Sciences et Techniques,Public domain in the USA.,false
29782,"Space, Time and Gravitation: An Outline of the General Relativity Theory","Eddington, Arthur Stanley, Sir",34163,en,Physics,Public domain in the USA.,false
29783,"Leçons sur l'intégration des équations différentielles aux dérivées partielles,
Professées à Stockholm sur l'invitation de S. M. le Roi de Suède","Volterra, Vito",34164,fr,Mathematics/FR Sciences et Techniques,Public domain in the USA.,false
29784,A Fortran Program for Elastic Scattering Analyses with the Nuclear Optical Model,"Melkanoff, Michel A.",34165,en,Physics,Public domain in the USA.,false
29784,A Fortran Program for Elastic Scattering Analyses with the Nuclear Optical Model,"Saxon, David S.",34166,en,Physics,Public domain in the USA.,false
29784,A Fortran Program for Elastic Scattering Analyses with the Nuclear Optical Model,"Nodvik, John S.",34167,en,Physics,Public domain in the USA.,false
29784,A Fortran Program for Elastic Scattering Analyses with the Nuclear Optical Model,"Cantor, David G.",34168,en,Physics,Public domain in the USA.,false
29785,First Course in the Theory of Equations,"Dickson, Leonard E. (Leonard Eugene)",34169,en,Mathematics,Public domain in the USA.,false
29786,Raiding with Morgan,"Dunn, Byron A. (Byron Archibald)",34170,en,US Civil War,Public domain in the USA.,true
29787,"England, Picturesque and Descriptive: A Reminiscence of Foreign Travel","Cook, Joel",34171,en,,Public domain in the USA.,true
29788,"Four Lectures on Mathematics, Delivered at Columbia University in 1911","Hadamard, Jacques",34172,en,Mathematics,Public domain in the USA.,false
29789,Poppa Needs Shorts,"Richmond, Leigh",34183,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,true
29789,Poppa Needs Shorts,"Richmond, Walt",34184,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,true
29790,Pleasant Journey,"Thieme, Richard",34185,en,Science Fiction,Public domain in the USA.,true
29791,The Most Sentimental Man,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,true
29792,"Buffalo Bill's Spy Trailer; Or, The Stranger in Camp","Ingraham, Prentiss",6139,en,,Public domain in the USA.,true
29793,The Hohokam Dig,"Pratt, Theodore",34174,en,Science Fiction,Public domain in the USA.,true
29794,"Tree, Spare that Woodman","Dryfoos, Dave",34175,en,Science Fiction,Public domain in the USA.,true
29795,"An Ode
Read August 15, 1907, at the dedication of the monument erected at Gloucester, Massachusetts, in commemoration of the founding of the Massachusetts Bay colony in the year sixteen hundred and twenty-three","Cawein, Madison Julius",2531,en,,Public domain in the USA.,true
29796,"Norwegische Volksmährchen vol. 1
gesammelt von P. Asbjörnsen und Jörgen Moe","Asbjørnsen, Peter Christen",34177,de,DE Kinderbuch,Public domain in the USA.,true
29796,"Norwegische Volksmährchen vol. 1
gesammelt von P. Asbjörnsen und Jörgen Moe","Moe, Jørgen Engebretsen",34178,de,DE Kinderbuch,Public domain in the USA.,true
29797,"The Prison Chaplaincy, And Its Experiences","Quinby, Hosea",34186,en,,Public domain in the USA.,true
29798,Japan,"Murray, David",34187,en,,Public domain in the USA.,true
29799,Los espectros: Novelas breves,"Andreyev, Leonid",1871,es,,Public domain in the USA.,true
29800,"La Fonction Gamma: Théorie, Histoire, Bibliographie","Godefroy, Maurice",34188,fr,Mathematics/FR Sciences et Techniques,Public domain in the USA.,false
29801,A Short History of EBooks,"Lebert, Marie",32388,en,,Copyrighted. Read the copyright notice inside this book for details.,true
29802,Une courte histoire de l'eBook,"Lebert, Marie",32388,fr,FR Sciences et Techniques,Copyrighted. Read the copyright notice inside this book for details.,true
29803,Una corta historia del eBook,"Lebert, Marie",32388,es,,Copyrighted. Read the copyright notice inside this book for details.,true
29804,"O thesouro do rei Fernando
historia anecdotica de um tratado inedito","Cordeiro, Luciano",26771,pt,,Public domain in the USA.,true
29805,"Étude des Élassoïdes, ou, Surfaces A Courbure Moyenne Nulle","Ribaucour, Albert",34189,fr,Mathematics/FR Sciences et Techniques,Public domain in the USA.,false
29806,Elemente der Absoluten Geometrie,"Frischauf, Johannes",34190,de,Mathematics/DE Sachbuch,Public domain in the USA.,false
29807,Solid Geometry with Problems and Applications (Revised edition),"Lennes, N. J. (Nels Johann)",8218,en,Mathematics,Public domain in the USA.,false
29807,Solid Geometry with Problems and Applications (Revised edition),"Slaught, H. E. (Herbert Ellsworth)",34191,en,Mathematics,Public domain in the USA.,false
29808,The Man Who Wins,"Herrick, Robert",2657,en,,Public domain in the USA.,true
29809,"Astounding Stories of Super-Science, May, 1930",Various,116,en,Science Fiction/Astounding Stories/Science Fiction by Women,Public domain in the USA.,true
29810,The Girl Scouts: Their History and Practice,Girl Scouts of the United States of America,33359,en,,Public domain in the USA.,true
29811,"The Two Story Mittens and the Little Play Mittens
Being the Fourth Book of the Series","Fanny, Aunt",33364,en,,Public domain in the USA.,true
29812,The Little Nightcap Letters,"Fanny, Aunt",33364,en,,Public domain in the USA.,true
29813,"The Big Nightcap Letters
Being the Fifth Book of the Series","Fanny, Aunt",33364,en,,Public domain in the USA.,true
29814,De komedianten,"Couperus, Louis",4169,nl,,Public domain in the USA.,true
29815,The Declaration of the Rights of Man and of Citizens,"Jellinek, Georg",34192,en,,Public domain in the USA.,true
29816,The Industries of Animals,"Houssay, Frédéric",34193,en,Animal/Animals-Wild,Public domain in the USA.,true
29817,The Harbor of Doubt,"Sullivan, Francis William",32733,en,,Public domain in the USA.,true
29818,The Plunderer,"Norton, Roy",34062,en,,Public domain in the USA.,true
29819,Manuel de Moraes: Chronica do Seculo XVII,"Silva, J. M. Pereira da (João Manuel Pereira)",34196,pt,,Public domain in the USA.,true
29820,The Cathedrals of Northern France,"Mansfield, M. F. (Milburg Francisco)",31606,en,,Public domain in the USA.,true
29821,"Shakespeare Jest-Books
Reprints of the Early and Very Rare Jest-Books Supposed to Have Been Used by Shakespeare",,,en,,Public domain in the USA.,true
29822,Rescue Squad,"O'Hara, Thomas J.",34197,en,Science Fiction,Public domain in the USA.,true
29823,Le carnet de Robespierre (septembre-décembre 1793),"Robespierre, Maximilien",34151,fr,FR Histoire,Public domain in the USA.,true
29824,Diana,"Warner, Susan",4744,en,,Public domain in the USA.,true
29825,L'étincelle,Delly,32965,fr,FR Littérature,Public domain in the USA.,true
29826,Elisabeth; ou les Exilés de Sibérie,"Cottin, Madame (Sophie)",32253,fr,FR Littérature,Public domain in the USA.,true
29827,"The Life and Amours of the Beautiful, Gay and Dashing Kate Percival
The Belle of the Delaware","Percival, Kate",34199,en,,Public domain in the USA.,true
29828,Is He Popenjoy?,"Trollope, Anthony",324,en,,Public domain in the USA.,true
29829,"Hair Breadth Escapes
Perilous incidents in the lives of sailors and travelers in Japan, Cuba, East Indies, etc., etc.","Arthur, T. S. (Timothy Shay)",1513,en,,Public domain in the USA.,true
29830,El tesoro misterioso,"Le Queux, William",3141,es,,Public domain in the USA.,true
29831,Riverita,"Palacio Valdés, Armando",4015,es,,Public domain in the USA.,true
29832,Second Sight,"Wells, Basil",33148,en,Science Fiction,Public domain in the USA.,true
29833,"Πελοποννησιακός Πόλεμος, Τόμος πρώτος",Thucydides,2352,el,,Public domain in the USA.,true
29834,"Πελοποννησιακός Πόλεμος, Τόμος δεύτερος",Thucydides,2352,el,,Public domain in the USA.,true
29835,"Πελοποννησιακός Πόλεμος, Τόμος τρίτος",Thucydides,2352,el,,Public domain in the USA.,true
29836,"Πελοποννησιακός Πόλεμος, Τόμος τέταρτος",Thucydides,2352,el,,Public domain in the USA.,true
29837,De verliefde ezel,"Couperus, Louis",4169,nl,,Public domain in the USA.,true
29838,Common Science,"Washburne, Carleton",34204,en,,Public domain in the USA.,true
29839,The House in the Water: A Book of Animal Stories,"Roberts, Charles G. D., Sir",2272,en,Animals-Wild,Public domain in the USA.,true
29840,"A Nursery Rhyme Picture Book
With Drawings in Colour and Black and White","Brooke, L. Leslie (Leonard Leslie)",3547,en,,Public domain in the USA.,true
29841,Anecdotes & Incidents of the Deaf and Dumb,"Roe, W. R. (William Robert)",34207,en,,Public domain in the USA.,true
29842,"Histology of the Blood, Normal and Pathological","Ehrlich, Paul",34208,en,Medicine,Public domain in the USA.,true
29842,"Histology of the Blood, Normal and Pathological","Lazarus, Adolf",34209,en,Medicine,Public domain in the USA.,true
29843,"Les contemplations: Autrefois, 1830-1843","Hugo, Victor",85,fr,FR Poésie,Public domain in the USA.,true
29844,"Les contemplations: Aujourd'hui, 1843-1856","Hugo, Victor",85,fr,FR Poésie,Public domain in the USA.,true
29845,"I rossi e i neri, vol. 1","Barrili, Anton Giulio",4056,it,IT Romanzi,Public domain in the USA.,true
29846,"I rossi e i neri, vol. 2","Barrili, Anton Giulio",4056,it,IT Romanzi,Public domain in the USA.,true
29847,The Paliser case,"Saltus, Edgar",1417,en,,Public domain in the USA.,true
29848,"Astounding Stories of Super-Science, June, 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,true
29849,"Daughters of the Revolution and Their Times
1769 - 1776 A Historical Romance","Coffin, Charles Carleton",25595,en,,Public domain in the USA.,true
29850,Woodrow Wilson's Administration and Achievements,"Lord, Frank B.",34213,en,,Public domain in the USA.,true
29850,Woodrow Wilson's Administration and Achievements,"Bryan, James William",34214,en,,Public domain in the USA.,true
29851,Dwellers in the Hills,"Post, Melville Davisson",1055,en,,Public domain in the USA.,true
29852,The Ivory Snuff Box,"Kummer, Frederic Arnold",33949,en,,Public domain in the USA.,true
29853,The Fathers of New England: A Chronicle of the Puritan Commonwealths,"Andrews, Charles McLean",34215,en,,Public domain in the USA.,true
29854,"The Works of Aphra Behn, Volume V","Behn, Aphra",2728,en,,Public domain in the USA.,true
29855,The Rosicrucian Mysteries: An Elementary Exposition of Their Secret Teachings,"Heindel, Max",34216,en,,Public domain in the USA.,true
29856,Al de Kinderliederen,"Heije, J. P. (Jan Pieter)",34217,nl,,Public domain in the USA.,true
29857,Jacquine Vanesse,"Cherbuliez, Victor",927,fr,FR Littérature,Public domain in the USA.,true
29858,"Blackwoods Edinburgh Magazine, Volume 59, No. 365, March, 1846",Various,116,en,Blackwood's Edinburgh Magazine,Public domain in the USA.,true
29859,"Dave Porter At Bear Camp; Or, The Wild Man of Mirror Lake","Stratemeyer, Edward",1626,en,,Public domain in the USA.,true
29860,A Great Man: A Frolic,"Bennett, Arnold",859,en,,Public domain in the USA.,true
29861,In Times Like These,"McClung, Nellie L.",1470,en,,Public domain in the USA.,true
29862,"The Old Countess; or, The Two Proposals","Stephens, Ann S. (Ann Sophia)",3257,en,,Public domain in the USA.,true
29863,The Rambles of a Rat,A. L. O. E.,31385,en,,Public domain in the USA.,true
29864,Olanda,"De Amicis, Edmondo",7650,it,IT Viaggi,Public domain in the USA.,true
29865,Highacres,"Abbott, Jane",2227,en,,Public domain in the USA.,true
29866,Hidden Hand,"Southworth, Emma Dorothy Eliza Nevitte",1307,en,,Public domain in the USA.,true
29867,"Notes and Queries, Index of Volume 5, January-June, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",Various,116,en,Notes and Queries,Public domain in the USA.,true
29868,Love and Lucy,"Hewlett, Maurice",1864,en,,Public domain in the USA.,true
29869,"Essays: Scientific, Political, & Speculative; Vol. 1 of 3
Library Edition (1891), Containing Seven Essays not before Republished, and Various other Additions.","Spencer, Herbert",1887,en,,Public domain in the USA.,true
29870,"The History of Woman Suffrage, Volume IV",,,en,,Public domain in the USA.,true
29871,"La camicia rossa
Episodi - Terza edizione riveduta e corretta","Mario, Alberto",34218,it,IT Storia,Public domain in the USA.,true
29872,La fantesca,"Porta, Giambattista della",24859,it,IT Teatro in prosa,Public domain in the USA.,true
29873,Mattinate napoletane,"Di Giacomo, Salvatore",34219,it,IT Racconti,Public domain in the USA.,true
29874,Delitto ideale,"Capuana, Luigi",2402,it,IT Romanzi,Public domain in the USA.,true
29875,Dreamers of the Ghetto,"Zangwill, Israel",1987,en,,Public domain in the USA.,true
29876,Death Wish,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,true
29877,The Million-Dollar Suitcase,"MacGowan, Alice",32071,en,,Public domain in the USA.,true
29877,The Million-Dollar Suitcase,"Newberry, Perry",34221,en,,Public domain in the USA.,true
29878,"The History of Woman Suffrage, Volume V",,,en,,Public domain in the USA.,true
29879,The Poetical Works of William Collins; With a Memoir,"Collins, William",34222,en,,Public domain in the USA.,true
29880,The Crimson Tide: A Novel,"Chambers, Robert W. (Robert William)",38191,en,,Public domain in the USA.,true
29881,Morals of Economic Internationalism,"Hobson, J. A. (John Atkinson)",3647,en,,Public domain in the USA.,true
29882,"Astounding Stories of Super-Science, October, 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,true
29883,"Blackwoods Edinburgh Magazine, Volume 59, No. 366, April, 1846",Various,116,en,Blackwood's Edinburgh Magazine,Public domain in the USA.,true
29884,Rogações de Eremita,"Lima, Jaime de Magalhães",9720,pt,,Public domain in the USA.,true
29885,"The Cariboo Trail
A Chronicle of the Gold-fields of British Columbia","Laut, Agnes C.",7761,en,,Public domain in the USA.,true
29886,"Pioneers of the Pacific Coast
A Chronicle of Sea Rovers and Fur Hunters","Laut, Agnes C.",7761,en,,Public domain in the USA.,true
29887,Discours par Maximilien Robespierre — 17 Avril 1792-27 Juillet 1794,"Robespierre, Maximilien",34151,fr,FR Histoire,Public domain in the USA.,true
29888,"The Hunting of the Snark: An Agony, in Eight Fits","Carroll, Lewis",7,en,,Public domain in the USA.,true
29889,Life Sentence,"McConnell, James V.",34228,en,Science Fiction,Public domain in the USA.,true
29890,The Doctor's Family,"Oliphant, Mrs. (Margaret)",963,en,,Public domain in the USA.,true
29891,The Rector,"Oliphant, Mrs. (Margaret)",963,en,,Public domain in the USA.,true
29892,"Up the Forked River; Or, Adventures in South America","Ellis, Edward Sylvester",2569,en,,Public domain in the USA.,true
29893,"History of Religion
A Sketch of Primitive Religious Beliefs and Practices, and of the Origin and Character of the Great Systems","Menzies, Allan",34232,en,,Public domain in the USA.,true
29894,A Romance of the West Indies,"Sue, Eugène",1186,en,,Public domain in the USA.,true
29895,"Criminal Man, According to the Classification of Cesare Lombroso","Lombroso, Gina",34234,en,,Public domain in the USA.,true
29896,Sex--The Unknown Quantity: The Spiritual Function of Sex,"McIvor-Tyndall, Alexander J. (Alexander James)",5324,en,,Public domain in the USA.,true
29897,Runaway,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,true
29898,O Máo Rei e o Bom Subdito: Um Trecho da Historia Portugueza,Unknown,49,pt,PT História,Public domain in the USA.,true
29899,Marriage Enrichment Retreats: Story of a Quaker Project,"Mace, D. R. (David Robert)",34236,en,,Public domain in the USA.,true
29899,Marriage Enrichment Retreats: Story of a Quaker Project,"Mace, Vera",34237,en,,Public domain in the USA.,true
29900,Nos femmes de lettres,"Flat, Paul",34238,fr,"FR Biographie, Mémoires, Journal intime, Correspondance",Public domain in the USA.,true
29901,Liette,"Dourliac, Arthur",34239,es,,Public domain in the USA.,true
29902,"Changing Winds
A Novel","Ervine, St. John G. (St. John Greer)",3061,en,,Public domain in the USA.,true
29903,"The sexual question : $b A scientific, psychological, hygienic and sociological study","Forel, Auguste",34240,en,,Public domain in the USA.,true
29904,Thoughts on Art and Life,"Leonardo, da Vinci",1629,en,,Public domain in the USA.,true
29905,Viribus unitis: Wie könnte die europäische Cultur nach Bosnien verpflanzt werden?,"Neupauer, Josef von",45312,de,DE Sachbuch,Public domain in the USA.,true
29906,"Modern Painters, Volume 2 (of 5)","Ruskin, John",359,en,,Public domain in the USA.,true
29907,"Modern Painters, Volume 1 (of 5)","Ruskin, John",359,en,,Public domain in the USA.,true
29908,The Adventurer,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,true
29909,A Singer from the Sea,"Barr, Amelia E.",2199,en,,Public domain in the USA.,true
29910,The Second Voice,"Rubin, Mann",34245,en,Science Fiction,Public domain in the USA.,true
29911,"The Strand Magazine, Vol. 05, Issue 25, January 1893
An Illustrated Monthly",Various,116,en,The Strand Magazine,Public domain in the USA.,true
29912,The Social Principles of Jesus,"Rauschenbusch, Walter",34246,en,,Public domain in the USA.,true
29913,"Conic Sections: Treated Geometrically
and, George Bell and Sons Educational Catalogue","Besant, W. H. (William Henry)",34247,en,Mathematics,Public domain in the USA.,false
29914,"Short Cuts in Figures
to which is added many useful tables and formulas written so that he who runs may read","Collins, A. Frederick (Archie Frederick)",2266,en,Mathematics,Public domain in the USA.,false
29915,"About sugar buying for jobbers
How you can lessen business risks by trading in refined sugar futures","Dyer, B. W. (Benjamin Wheeler)",34248,en,,Public domain in the USA.,true
29916,"Gómez Arias
Or, The Moors of the Alpujarras, A Spanish Historical Romance.","Trueba y Cosío, Joaquín Telesforo de",34249,en,,Public domain in the USA.,true
29917,"Old-Fashioned Ethics and Common-Sense Metaphysics
With Some of Their Applications","Thornton, William Thomas",5964,en,,Public domain in the USA.,true
29918,"Les Contemporains, Quatrième Série
Etudes et Portraits Littéraires","Lemaître, Jules",5505,fr,FR Littérature,Public domain in the USA.,true
29919,"Astounding Stories of Super-Science, November, 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,true
29920,"La gloria de don Ramiro
una vida en tiempos de Felipe segundo","Larreta, Enrique",34250,es,,Public domain in the USA.,true
29921,"Storyology: Essays in Folk-Lore, Sea-Lore, and Plant-Lore","Taylor, Benjamin",34251,en,,Public domain in the USA.,true
29922,"Le Tour du Monde; La Russie, race colonisatrice
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29923,"Le Tour du Monde; Lugano, la ville des fresques
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29924,"Le Tour du Monde; Nouvelles Hébrides
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29925,"Le Tour du Monde; d'Alexandrette au coude de l'Euphrate
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29926,Hittel on Gold Mines and Mining,"Hittell, John S. (John Shertzer)",34252,en,Technology,Public domain in the USA.,true
29927,With Manchesters in the East,"Hurst, Gerald B. (Gerald Berkeley), Sir",34253,en,,Public domain in the USA.,true
29928,Why Bewick Succeeded: A Note in the History of Wood Engraving,"Kainen, Jacob",25222,en,,Public domain in the USA.,true
29929,Bunyan,"Froude, James Anthony",1381,en,,Public domain in the USA.,true
