gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
270,Dream Days,"Grahame, Kenneth",153,en,,Public domain in the USA.,true
271,Black Beauty,"Sewell, Anna",154,en,Best Books Ever Listings/Children's Literature,Public domain in the USA.,true
272,An Open Letter on Translating,"Luther, Martin",155,en,Christianity,Public domain in the USA.,true
273,The Smalcald Articles,"Luther, Martin",155,en,Christianity,Public domain in the USA.,true
274,Disputation of Doctor Martin Luther on the Power and Efficacy of Indulgences,"Luther, Martin",155,en,Christianity/Harvard Classics/Banned Books from Anne Haight's list,Public domain in the USA.,true
275,"The Augsburg Confession
The confession of faith, which was submitted to His Imperial Majesty Charles V at the diet of Augsburg in the year 1530","Melanchthon, Philipp",156,en,,Public domain in the USA.,true
276,"Franz Haydn's 104th Symphony [1794-5]
MIDI file","Haydn, Joseph",157,en,,Copyrighted. Read the copyright notice inside this book for details.,true
277,Trinity Site,National Atomic Museum (U.S.),158,en,World War II,Public domain in the USA.,true
278,"Trinity Site: 1945-1995.
A National Historic Landmark, White Sands Missile Range, New Mexico",White Sands Missile Range (N.M.). Public Affairs Office,43998,en,World War II,Public domain in the USA.,true
279,Photos and Maps of Trinity (Atomic Test) Site,,,en,World War II,Public domain in the USA.,true
280,Records of a Family of Engineers,"Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
281,Father Damien: An Open Letter to the Reverend Dr. Hyde of Honolulu,"Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
282,"Eothen; Or, Traces of Travel Brought Home from the East","Kinglake, Alexander William",163,en,,Public domain in the USA.,true
283,The Reef,"Wharton, Edith",104,en,,Public domain in the USA.,true
284,The House of Mirth,"Wharton, Edith",104,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
285,The Lost Continent,"Hyne, Charles John Cutcliffe Wright",4423,en,Science Fiction,Public domain in the USA.,true
286,Laddie: A True Blue Story,"Stratton-Porter, Gene",71,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
287,Remember the Alamo,"Barr, Amelia E.",2199,en,,Public domain in the USA.,true
288,The Certain Hour (Dizain des Poëtes),"Cabell, James Branch",166,en,Fantasy,Public domain in the USA.,true
289,The Wind in the Willows,"Grahame, Kenneth",153,en,Best Books Ever Listings/Children's Literature,Public domain in the USA.,true
290,"The Stark Munro Letters
Being series of twelve letters written by J. Stark Munro, M.B., to his friend and former fellow-student, Herbert Swanborough, of Lowell, Massachusetts, during the years 1881-1884","Doyle, Arthur Conan",69,en,,Public domain in the USA.,true
291,The Golden Age,"Grahame, Kenneth",153,en,,Public domain in the USA.,true
292,"Beauty and the Beast, and Tales of Home","Taylor, Bayard",167,en,,Public domain in the USA.,true
293,Paul Prescott's Charge,"Alger, Horatio, Jr.",168,en,Children's Fiction,Public domain in the USA.,true
294,"The Captain of the Polestar, and Other Tales","Doyle, Arthur Conan",69,en,,Public domain in the USA.,true
295,The Early Short Fiction of Edith Wharton — Part 1,"Wharton, Edith",104,en,,Public domain in the USA.,true
296,The Cash Boy,"Alger, Horatio, Jr.",168,en,Children's Fiction,Public domain in the USA.,true
297,The Flirt,"Tarkington, Booth",169,en,,Public domain in the USA.,true
298,The Market-Place,"Frederic, Harold",83,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
299,Tales from Two Hemispheres,"Boyesen, Hjalmar Hjorth",170,en,,Public domain in the USA.,true
300,United States Declaration of Independence,"Jefferson, Thomas",1638,en,Politics,Public domain in the USA.,true
301,The Ballad of Reading Gaol,"Wilde, Oscar",111,en,,Public domain in the USA.,true
302,The Fibonacci Number Series,"Husted, Michael",171,en,Mathematics,Copyrighted. Read the copyright notice inside this book for details.,true
303,HomeBrew HomePages Put YOU on the World Wide Web,Anonymous,216,en,,Copyrighted. Read the copyright notice inside this book for details.,true
304,"Rio Grande's Last Race, and Other Verses","Paterson, A. B. (Andrew Barton)",118,en,Australia,Public domain in the USA.,true
305,The Count's Millions,"Gaboriau, Emile",172,en,Detective Fiction,Public domain in the USA.,true
306,The Early Short Fiction of Edith Wharton — Part 2,"Wharton, Edith",104,en,,Public domain in the USA.,true
307,"Three Elephant Power, and Other Stories","Paterson, A. B. (Andrew Barton)",118,en,Australia,Public domain in the USA.,true
308,Three Men in a Boat (To Say Nothing of the Dog),"Jerome, Jerome K. (Jerome Klapka)",173,en,Best Books Ever Listings/Humor,Public domain in the USA.,true
309,Rhymes of a Rolling Stone,"Service, Robert W. (Robert William)",117,en,,Public domain in the USA.,true
310,Before Adam,"London, Jack",120,en,,Public domain in the USA.,true
311,Bunner Sisters,"Wharton, Edith",104,en,,Public domain in the USA.,true
312,Young Adventure: A Book of Poems,"Benét, Stephen Vincent",174,en,,Public domain in the USA.,true
313,Children of the Night,"Robinson, Edwin Arlington",175,en,,Public domain in the USA.,true
314,"Guide to Life and Literature of the Southwest, with a Few Observations","Dobie, J. Frank (James Frank)",176,en,,Public domain in the USA.,true
315,Rhymes of a Red Cross Man,"Service, Robert W. (Robert William)",117,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
316,The Golden Road,"Montgomery, L. M. (Lucy Maud)",36,en,Children's Literature/Canada,Public domain in the USA.,true
317,"The Culprit Fay, and Other Poems","Drake, Joseph Rodman",177,en,,Public domain in the USA.,true
318,John Barleycorn,"London, Jack",120,en,,Public domain in the USA.,true
319,The Ways of Men,"Gregory, Eliot",178,en,,Public domain in the USA.,true
320,Vida De Lazarillo De Tormes Y De Sus Fortunas Y Adversidades,Anonymous,216,es,6 Best Loved Spanish Literary Classics,Public domain in the USA.,true
321,Moran of the Lady Letty,"Norris, Frank",103,en,,Public domain in the USA.,true
322,St. Ives: Being the Adventures of a French Prisoner in England,"Stevenson, Robert Louis",35,en,Historical Fiction,Public domain in the USA.,true
323,Verses 1889-1896,"Kipling, Rudyard",132,en,,Public domain in the USA.,true
324,A Knight of the Cumberland,"Fox, John, Jr.",179,en,,Public domain in the USA.,true
325,Phantastes: A Faerie Romance for Men and Women,"MacDonald, George",127,en,,Public domain in the USA.,true
326,Steep Trails,"Muir, John",180,en,,Public domain in the USA.,true
327,The Princess Aline,"Davis, Richard Harding",181,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
328,A Heap o' Livin',"Guest, Edgar A. (Edgar Albert)",182,en,,Public domain in the USA.,true
329,Island Nights' Entertainments,"Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
330,Where There's a Will,"Rinehart, Mary Roberts",183,en,,Public domain in the USA.,true
331,The Mucker,"Burroughs, Edgar Rice",48,en,,Public domain in the USA.,true
332,The Burial of the Guns,"Page, Thomas Nelson",184,en,US Civil War,Public domain in the USA.,true
333,Robert Louis Stevenson,"Raleigh, Walter Alexander, Sir",185,en,,Public domain in the USA.,true
334,Episodes in Van Bibber's Life,"Davis, Richard Harding",181,en,,Public domain in the USA.,true
335,Frances Waldeaux: A Novel,"Davis, Rebecca Harding",186,en,,Public domain in the USA.,true
336,Indian Heroes and Great Chieftains,"Eastman, Charles A.",187,en,Native America,Public domain in the USA.,true
337,Indian Boyhood,"Eastman, Charles A.",187,en,Native America,Public domain in the USA.,true
338,Old Indian Legends,Zitkala-Sa,188,en,Native America,Public domain in the USA.,true
339,Old Indian Days,"Eastman, Charles A.",187,en,Native America,Public domain in the USA.,true
340,The Soul of the Indian: An Interpretation,"Eastman, Charles A.",187,en,Native America,Public domain in the USA.,true
341,Myths and Legends of the Sioux,"McLaughlin, Marie L.",189,en,Folklore/Native America,Public domain in the USA.,true
342,Margaret Ogilvy,"Barrie, J. M. (James Matthew)",10,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
343,Fables,"Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
344,"The Merry Men, and Other Tales and Fables","Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
345,Dracula,"Stoker, Bram",190,en,Horror/Gothic Fiction/Mystery Fiction/Movie Books,Public domain in the USA.,true
346,"The Troll Garden, and Selected Stories","Cather, Willa",22,en,,Public domain in the USA.,true
347,The Saga of Grettir the Strong: Grettir's Saga,Unknown,49,en,,Public domain in the USA.,true
348,"Hesiod, the Homeric Hymns, and Homerica",Hesiod,191,en,Classical Antiquity,Public domain in the USA.,true
349,The Harvester,"Stratton-Porter, Gene",71,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
350,Fanny Herself,"Ferber, Edna",193,en,,Public domain in the USA.,true
351,Of Human Bondage,"Maugham, W. Somerset (William Somerset)",126,en,,Public domain in the USA.,true
352,Buttered Side Down: Stories,"Ferber, Edna",193,en,,Public domain in the USA.,true
353,"In Flanders Fields, and Other Poems","McCrae, John",194,en,"World War I/Bestsellers, American, 1895-1923",Public domain in the USA.,true
354,The Story of a Pioneer,"Shaw, Anna Howard",196,en,,Public domain in the USA.,true
354,The Story of a Pioneer,"Jordan, Elizabeth Garver",197,en,,Public domain in the USA.,true
355,The Parasite: A Story,"Doyle, Arthur Conan",69,en,,Public domain in the USA.,true
356,Beyond the City,"Doyle, Arthur Conan",69,en,,Public domain in the USA.,true
357,"A Dream of John Ball; and, A King's Lesson","Morris, William",107,en,,Public domain in the USA.,true
358,The Scarlet Car,"Davis, Richard Harding",181,en,,Public domain in the USA.,true
359,"Good Stories for Great Holidays
Arranged for Story-Telling and Reading Aloud and for the Children's Own Reading","Olcott, Frances Jenkins",198,en,,Public domain in the USA.,true
360,What is Property? An Inquiry into the Principle of Right and of Government,"Proudhon, P.-J. (Pierre-Joseph)",199,en,Anarchism,Public domain in the USA.,true
361,Miss Billy — Married,"Porter, Eleanor H. (Eleanor Hodgman)",200,en,,Public domain in the USA.,true
362,Miss Billy's Decision,"Porter, Eleanor H. (Eleanor Hodgman)",200,en,,Public domain in the USA.,true
363,The Oakdale Affair,"Burroughs, Edgar Rice",48,en,,Public domain in the USA.,true
364,The Mad King,"Burroughs, Edgar Rice",48,en,,Public domain in the USA.,true
365,The Land of Little Rain,"Austin, Mary",201,en,,Public domain in the USA.,true
366,Bab: A Sub-Deb,"Rinehart, Mary Roberts",183,en,,Public domain in the USA.,true
367,The Country of the Pointed Firs,"Jewett, Sarah Orne",202,en,,Public domain in the USA.,true
368,Acres of Diamonds: Our Every-day Opportunities,"Conwell, Russell H.",203,en,,Public domain in the USA.,true
369,The Outlaw of Torn,"Burroughs, Edgar Rice",48,en,Science Fiction,Public domain in the USA.,true
370,The Fortunes and Misfortunes of the Famous Moll Flanders,"Defoe, Daniel",204,en,,Public domain in the USA.,true
371,"Literary Blunders: A Chapter in the ""History of Human Error""","Wheatley, Henry B. (Henry Benjamin)",205,en,,Public domain in the USA.,true
372,"Prince Otto, a Romance","Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
373,"Lay Morals, and Other Papers","Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
374,Fantastic Fables,"Bierce, Ambrose",206,en,,Public domain in the USA.,true
375,An Occurrence at Owl Creek Bridge,"Bierce, Ambrose",206,en,Horror/US Civil War,Public domain in the USA.,true
376,"A Journal of the Plague Year
Being Observations or Memorials of the Most Remarkable Occurrences, as Well Public as Private, Which Happened in London During the Last Great Visitation in 1665. Written by a Citizen Who Continued All the While in London","Defoe, Daniel",204,en,,Public domain in the USA.,true
377,Kansas Women in Literature,"Barker, Nettie Garmer",207,en,,Public domain in the USA.,true
378,The White Knight: Tirant Lo Blanc,"Martorell, Joanot",208,en,,Copyrighted. Read the copyright notice inside this book for details.,true
378,The White Knight: Tirant Lo Blanc,"Galba, Martí Joan de",210,en,,Copyrighted. Read the copyright notice inside this book for details.,true
379,Worldly Ways & Byways,"Gregory, Eliot",178,en,,Public domain in the USA.,true
380,Weir of Hermiston: An Unfinished Romance,"Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
381,Memories and Portraits,"Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
382,Edinburgh: Picturesque Notes,"Stevenson, Robert Louis",35,en,United Kingdom,Public domain in the USA.,true
383,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy","Goldsmith, Oliver",211,en,Harvard Classics,Public domain in the USA.,true
384,The Lost Prince,"Burnett, Frances Hodgson",73,en,Children's Literature,Public domain in the USA.,true
385,"The Redheaded Outfield, and Other Baseball Stories","Grey, Zane",212,en,Western,Public domain in the USA.,true
386,"Virginibus Puerisque, and Other Papers","Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
387,"Vailima Letters
Being Correspondence Addressed by Robert Louis Stevenson to Sidney Colvin, November 1890-October 1894","Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
388,The Crossing,"Churchill, Winston",213,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
389,The Great God Pan,"Machen, Arthur",214,en,Horror,Public domain in the USA.,true
390,A Lute of Jade : Selections from the Classical Poets of China,"Cranmer-Byng, L. (Launcelot)",215,en,,Public domain in the USA.,true
391,The Song of Roland,,,en,,Public domain in the USA.,true
392,Jerusalem Delivered,"Tasso, Torquato",218,en,Opera/Banned Books from Anne Haight's list,Public domain in the USA.,true
393,The Blue Lagoon: A Romance,"Stacpoole, H. De Vere (Henry De Vere)",219,en,,Public domain in the USA.,true
394,Cranford,"Gaskell, Elizabeth Cleghorn",220,en,,Public domain in the USA.,true
395,"The Holy War, Made by King Shaddai Upon Diabolus, for the Regaining of the Metropolis of the World; Or, The Losing and Taking Again of the Town of Mansoul","Bunyan, John",81,en,,Public domain in the USA.,true
396,"The Lady, or the Tiger?","Stockton, Frank R.",221,en,,Public domain in the USA.,true
397,"L'Allegro, Il Penseroso, Comus, and Lycidas","Milton, John",17,en,,Public domain in the USA.,true
398,The First Book of Adam and Eve,"Platt, Rutherford Hayes",222,en,Christianity,Public domain in the USA.,true
